name,response,prompt
Flash, You’ve never even been in the same room as Tony Stark.," I can’t go to Washington because if Mr. Stark needs me, then I have to make sure that I’m here."
Cindy," Wait, what’s happening?", You’ve never even been in the same room as Tony Stark.
Sally, Peter’s not going to Washington.," Wait, what’s happening?"
Cindy," No. No, no, no, no, no. No. No.", Peter’s not going to Washington.
Abe, Why not?," No. No, no, no, no, no. No. No."
Liz, Really? Right before nationals?, Why not?
Michelle, He already quit marching band and robotics lab., Really? Right before nationals?
 Michelle quickly adds,], He already quit marching band and robotics lab.
Michelle, I’m not obsessed with him. Just very observant.,]
Liz," Flash, you’re in for Peter.", I’m not obsessed with him. Just very observant.
Flash," Ooh, I don’t know. I gotta check my calendar first. I got a hot date with Black Widow coming up."," Flash, you’re in for Peter."
Abe, That is false.," Ooh, I don’t know. I gotta check my calendar first. I got a hot date with Black Widow coming up."
 Harrington, What did I tell you about using the bell for comedic purposes?, That is false.
Peter turns to see the clock, it’s still 1:18 p.m.], What did I tell you about using the bell for comedic purposes?
Peter," Hey, what’s up?", it’s still 1:18 p.m.]
Man," Hey, man."," Hey, what’s up?"
Peter," What’s up, Mr. Delmar?"," Hey, man."
 Delmar," Hey, Mr. Parker. Number five, right?"," What’s up, Mr. Delmar?"
Peter," Yeah, um, and, uh, with pickles, and can you smush it down real flat? Thanks."," Hey, Mr. Parker. Number five, right?"
Deli Clerk," You got it, boss."," Yeah, um, and, uh, with pickles, and can you smush it down real flat? Thanks."
 Delmar, How’s your aunt?," You got it, boss."
Peter," Yeah, she’s alright.", How’s your aunt?
 Delmar, La tía de é les una italiana muy bellissima. (His aunt is a very hot Italian woman.)," Yeah, she’s alright."
Deli Clerk," ¿Ah, sí? (Oh, yeah?)", La tía de é les una italiana muy bellissima. (His aunt is a very hot Italian woman.)
Peter," ¿Cómo está tu hija, eh? (How is your daughter, huh?)"," ¿Ah, sí? (Oh, yeah?)"
 Delmar, Ten dollars.," ¿Cómo está tu hija, eh? (How is your daughter, huh?)"
Peter, It’s five dollars., Ten dollars.
 Delmar," For that comment, ten dollars.", It’s five dollars.
Peter," Hey, come on, I’m joking. I’m joking."," For that comment, ten dollars."
Peter, Here’s five dollars.,<<NO PROMPT>>
Peter," What’s up, Murph? How you doing, buddy?",<<NO PROMPT>>
 Delmar," So, how’s school?"," What’s up, Murph? How you doing, buddy?"
Peter," Ah, you know, it’s boring. Got better things to do."," So, how’s school?"
 Delmar," Stay in school, kid. Stay in school. Otherwise, you’re gonna end up like me."," Ah, you know, it’s boring. Got better things to do."
Peter, This is great.," Stay in school, kid. Stay in school. Otherwise, you’re gonna end up like me."
 Delmar, Best sandwiches in Queens., This is great.
Peter," Ah, finally.", Best sandwiches in Queens.
Peter," Hey, could you hold this for a second? Thanks.",<<NO PROMPT>>
Peter," Hey, is this anybody’s bike? No?",<<NO PROMPT>>
Peter," Hey, buddy, is this your bike?",<<NO PROMPT>>
Man, I have no change.," Hey, buddy, is this your bike?"
Peter, Does anyone have a pen? Do you have a pen?, I have no change.
 Peter has left a note saying," “IS THIS YOUR BIKE? IF NOT, DON’T STEAL IT! SPIDER-MAN.”]", Does anyone have a pen? Do you have a pen?
Peter, Whoo! Everybody good?," “IS THIS YOUR BIKE? IF NOT, DON’T STEAL IT! SPIDER-MAN.”]"
 when a man calls out,], Whoo! Everybody good?
Street Vendor," Hey! You’re that spider guy on YouTube, right?",]
Peter, Call me Spider-Man!," Hey! You’re that spider guy on YouTube, right?"
Street Vendor," Okay, Spider-Man. Do a flip.", Call me Spider-Man!
Street Vendor, Yeah!,<<NO PROMPT>>
Man, Not bad., Yeah!
Peter," Hey, buddy. Shouldn’t steal cars. It’s bad.", Not bad.
Car Jacker," It’s my car, dumbass!"," Hey, buddy. Shouldn’t steal cars. It’s bad."
Marjorie, Hey! Shut that off!," It’s my car, dumbass!"
Peter, I was just tryin’ to-, Hey! Shut that off!
Car Jacker, Can you tell him it’s my car?, I was just tryin’ to-
Day Sleeper," I work at nights! Come on, dude!", Can you tell him it’s my car?
Old Man, That’s not your car! That’s his car.," I work at nights! Come on, dude!"
Peter, How was I supposed to know? He was putting that thing in the window!, That’s not your car! That’s his car.
Gary," Don’t make me come down there, you punk!", How was I supposed to know? He was putting that thing in the window!
Marjorie," Hey, Gary. How you doing?"," Don’t make me come down there, you punk!"
Gary," Marjorie, how are you? How’s your mother?"," Hey, Gary. How you doing?"
Peter," Ugh! I’m good, I’m good."," Marjorie, how are you? How’s your mother?"
Voicemail, You have reached the voicemail box of...," Ugh! I’m good, I’m good."
Happy, Happy Hogan., You have reached the voicemail box of...
Peter," Hey, Happy! Um, here’s my report for tonight. I stopped a grand theft bicycle. Couldn’t find the owner, so I just left a note. Um... I helped this lost, old Dominican lady. She was really nice and bought me a churro. So I just, um, feel like I could be doing more. You know? Just curious when the next real mission is gonna be. So, yeah, just call me back. It’s Peter. Parker.", Happy Hogan.
Peter, Why would I tell him about the churro?,<<NO PROMPT>>
Peter," Finally, something good.",<<NO PROMPT>>
Peter," (clears his throat) What’s up, guys? You forgot your PIN number?",<<NO PROMPT>>
Peter, Whoa! You’re the Avengers. What are you guys doing here?,<<NO PROMPT>>
Peter, Thor. Hulk. Good to finally meet you guys. I thought you’d be more handsome in person.,<<NO PROMPT>>
Peter," Iron Man. Hey, what are you doing robbing a bank? You’re a billionaire.",<<NO PROMPT>>
 His voice is all distorted when he says,]," Iron Man. Hey, what are you doing robbing a bank? You’re a billionaire."
Peter," Hey! Oh, this feels so weird.",]
Peter," Whoa, what is that thing?",<<NO PROMPT>>
Peter, I’m starting... to think... you’re not... the Avengers!,<<NO PROMPT>>
 Operator, 911. What’s your emergency?, I’m starting... to think... you’re not... the Avengers!
 Delmar, Uh... Spider-Man is fighting the Avengers in a bank on 21st street., 911. What’s your emergency?
Peter," Alright guys, let’s wrap this up. It’s a school night.", Uh... Spider-Man is fighting the Avengers in a bank on 21st street.
Peter," So, how do jerks like you get tech like this?",<<NO PROMPT>>
Peter," No. Wait, wait, wait!",<<NO PROMPT>>
Peter, Mr. Delmar.,<<NO PROMPT>>
Peter," Hey, Mr. Delmar, you in there? Is anybody in here? Hello?",<<NO PROMPT>>
Peter," Oh, come on. You’ve got to be-",<<NO PROMPT>>
Peter," Here, here.",<<NO PROMPT>>
 Delmar," Good, yeah."," Here, here."
Happy," (to Dum-E) Okay. Good. Yes. Yes- No. No, put that down. That’s worth more than you or me. (takes a call) Yeah?"," Good, yeah."
Peter," Happy, the craziest thing just happened to me. These guys were robbing an ATM with these high tech weapons-"," (to Dum-E) Okay. Good. Yes. Yes- No. No, put that down. That’s worth more than you or me. (takes a call) Yeah?"
Happy," Hey, take a breath, okay? I don’t have time for ATM robberies..."," Happy, the craziest thing just happened to me. These guys were robbing an ATM with these high tech weapons-"
Peter," Yeah, but-"," Hey, take a breath, okay? I don’t have time for ATM robberies..."
Happy, ...or the thoughtful notes you leave behind. I have moving day to worry about. Everything’s gotta be out of here by next week.," Yeah, but-"
Peter, Wait. Wait! You’re moving? Who’s moving?, ...or the thoughtful notes you leave behind. I have moving day to worry about. Everything’s gotta be out of here by next week.
Happy," Yeah, don’t you watch the news? Tony sold Avengers Tower. We’re relocating to a new facility upstate where, hopefully, the cell service is much worse.", Wait. Wait! You’re moving? Who’s moving?
Peter, But what about me?," Yeah, don’t you watch the news? Tony sold Avengers Tower. We’re relocating to a new facility upstate where, hopefully, the cell service is much worse."
Happy, What about you?, But what about me?
Peter," Well, what if Mr. Stark needs me or something, I don’t know, something big goes down? Can I please just talk to Mr. Stark?", What about you?
Happy," Look, just stay away from anything too dangerous. I’m responsible for making sure you’re responsible, okay?"," Well, what if Mr. Stark needs me or something, I don’t know, something big goes down? Can I please just talk to Mr. Stark?"
Peter," I am responsible. I- Oh, crap. My backpack’s gone."," Look, just stay away from anything too dangerous. I’m responsible for making sure you’re responsible, okay?"
Happy, That doesn’t sound responsible.," I am responsible. I- Oh, crap. My backpack’s gone."
Peter, I’ll call you back., That doesn’t sound responsible.
Happy, Feel free not to., I’ll call you back.
May, What was that?, Feel free not to.
Peter," Uh, it’s nothing. It’s nothing!", What was that?
Ned, You’re the Spider-Man. From YouTube.," Uh, it’s nothing. It’s nothing!"
Peter, I’m not. I’m not., You’re the Spider-Man. From YouTube.
Ned, You were on the ceiling., I’m not. I’m not.
Peter," No, I wasn’t. Ned, what are you doing in my room?", You were on the ceiling.
Ned, May let me in. You said we were gonna finish the Death Star.," No, I wasn’t. Ned, what are you doing in my room?"
Peter, You can’t just bust into my room!, May let me in. You said we were gonna finish the Death Star.
May," The turkey meatloaf recipe is a disaster. Let’s go to dinner. Thai? Ned, you want Thai?", You can’t just bust into my room!
Ned, Yes.," The turkey meatloaf recipe is a disaster. Let’s go to dinner. Thai? Ned, you want Thai?"
Peter, No. He’s got a thing., Yes.
Ned, A thing to do after., No. He’s got a thing.
May, Okay., A thing to do after.
May, Maybe put on some clothes.,<<NO PROMPT>>
Ned," Oh, she doesn’t know?", Maybe put on some clothes.
Peter," Nobody knows. I mean, Mr. Stark knows because he made my suit, but that’s it."," Oh, she doesn’t know?"
Ned, (whispers) Tony Stark made you that? Are you an Avenger?," Nobody knows. I mean, Mr. Stark knows because he made my suit, but that’s it."
Peter," (hesitates) Yeah, basically.", (whispers) Tony Stark made you that? Are you an Avenger?
Ned, Whoa...," (hesitates) Yeah, basically."
Peter, You can’t tell anybody about this. You gotta keep it a secret., Whoa...
Ned, A secret? Why?, You can’t tell anybody about this. You gotta keep it a secret.
Peter," You know what she’s like. If she finds out people try and kill me every single night, she’s not going to let me do this anymore. Come on, Ned, please.", A secret? Why?
Ned," Okay, okay, okay, okay, okay, okay. I’ll level with you. I don’t think I can keep this a secret. This is the greatest thing that’s ever happened to me, Peter!"," You know what she’s like. If she finds out people try and kill me every single night, she’s not going to let me do this anymore. Come on, Ned, please."
Peter," Ned, May cannot know. I cannot do that to her right now, you know? I mean, everything that’s happened with her, I... Please."," Okay, okay, okay, okay, okay, okay. I’ll level with you. I don’t think I can keep this a secret. This is the greatest thing that’s ever happened to me, Peter!"
Ned, Okay.," Ned, May cannot know. I cannot do that to her right now, you know? I mean, everything that’s happened with her, I... Please."
Peter," Just swear it, okay?", Okay.
Ned, I swear.," Just swear it, okay?"
Peter, Thank you., I swear.
Ned, Yeah., Thank you.
Peter, I can’t believe this is happening right now., Yeah.
Ned, Can I try the suit on?, I can’t believe this is happening right now.
Peter, No., Can I try the suit on?
Ned, How does it work? Is it magnets? How do you shoot the strings?, No.
Peter," I’m gonna tell you about this at school tomorrow, okay?", How does it work? Is it magnets? How do you shoot the strings?
Ned," Great. Okay, well, wait, then. How do you do this and the Stark internship?"," I’m gonna tell you about this at school tomorrow, okay?"
Peter, This is the Stark internship.," Great. Okay, well, wait, then. How do you do this and the Stark internship?"
Ned, Oh., This is the Stark internship.
Peter, Just get out of here., Oh.
May, What’s the matter? Thought you loved larb. It’s too larby? Not larby enough. How many times do I have to say “larb” before you talk to me? You know I larb you., Just get out of here.
Peter," I’m just stressed. The internship, and I’m tired. A lot of work.", What’s the matter? Thought you loved larb. It’s too larby? Not larby enough. How many times do I have to say “larb” before you talk to me? You know I larb you.
May," The Stark internship. I have to tell you, not a fan of that Tony Stark. Distracted all the time... he’s got you in your head."," I’m just stressed. The internship, and I’m tired. A lot of work."
News Anchor," The beloved Queens’ institution, Delmar’s Sandwiches, was destroyed..."," The Stark internship. I have to tell you, not a fan of that Tony Stark. Distracted all the time... he’s got you in your head."
May, What does he have you doing?," The beloved Queens’ institution, Delmar’s Sandwiches, was destroyed..."
News Anchor, ...in an explosion..., What does he have you doing?
May, You need to use your instincts., ...in an explosion...
News Anchor," ...earlier tonight after an ATM robbery was thwarted by Queens’ own colorful local crime-stopper, the Spider-Man. As the Spider-Man attempted to foil their heist, a powerful blast was set off, slicing through the bodega across the street. Miraculously, no one was harmed.", You need to use your instincts.
May," If you spot something like that happening, you turn and you run the other way."," ...earlier tonight after an ATM robbery was thwarted by Queens’ own colorful local crime-stopper, the Spider-Man. As the Spider-Man attempted to foil their heist, a powerful blast was set off, slicing through the bodega across the street. Miraculously, no one was harmed."
Peter," Yeah. Yeah, yeah, yeah. Of course."," If you spot something like that happening, you turn and you run the other way."
May, Six blocks away from us.," Yeah. Yeah, yeah, yeah. Of course."
Peter, I... uh... I need a new backpack., Six blocks away from us.
May, What?, I... uh... I need a new backpack.
Peter, I need a new backpack., What?
May, That’s five., I need a new backpack.
Thai Waiter, Sticky rice pudding., That’s five.
May," Oh, we didn’t order that.", Sticky rice pudding.
Thai Waiter, It’s on the house.," Oh, we didn’t order that."
May, Oh! Thanks. (to Peter) That’s nice of him., It’s on the house.
Peter, I think he larbs you., Oh! Thanks. (to Peter) That’s nice of him.
Ned," You got bit by a spider? Can it bite me? Well, it probably would’ve hurt, right? You know what? Whatever. Even if it did hurt, I’d let it bite me. Maybe. How much did it hurt?", I think he larbs you.
Peter," The spider’s dead, Ned."," You got bit by a spider? Can it bite me? Well, it probably would’ve hurt, right? You know what? Whatever. Even if it did hurt, I’d let it bite me. Maybe. How much did it hurt?"
Ned, Whoa.," The spider’s dead, Ned."
Ned, You were here?,<<NO PROMPT>>
Peter, Yeah., You were here?
Ned, You could’ve died., Yeah.
Ned, Do you lay eggs?,<<NO PROMPT>>
Peter, What? No., Do you lay eggs?
Ned, (in a low voice) Can you spit venom?, What? No.
Peter, No., (in a low voice) Can you spit venom?
Ned, Can you summon an army of spiders?, No.
Peter," No, Ned.", Can you summon an army of spiders?
History Teacher, The Sokovia Accords were put into place...," No, Ned."
Ned, How far can you shoot your webs?, The Sokovia Accords were put into place...
Peter, It’s unknown. Shut up., How far can you shoot your webs?
History Teacher, ...to begin regulating..., It’s unknown. Shut up.
Ned," If I was you, I would stand on the edge of a building and just shoot it as far as I could-", ...to begin regulating...
Peter," Shut up, Ned."," If I was you, I would stand on the edge of a building and just shoot it as far as I could-"
Steve, Hi. I’m Captain America. Whether you’re in the classroom or on the battlefield...," Shut up, Ned."
Ned, Do you know him too?, Hi. I’m Captain America. Whether you’re in the classroom or on the battlefield...
Peter," Yeah, we met.", Do you know him too?
Steve, ...fitness can be the difference between success or failure.," Yeah, we met."
Peter, I stole his shield., ...fitness can be the difference between success or failure.
Ned, What?, I stole his shield.
Steve," Today, my good friend, your gym teacher...", What?
Steve, ...will be conducting the Captain America Fitness Challenge.,<<NO PROMPT>>
Station I, Sit-ups’.], ...will be conducting the Captain America Fitness Challenge.
Coach Wilson," Thank you, Captain. I’m pretty sure this guy’s a war criminal now, but whatever. I have to show these videos. It’s required by the state. Let’s do it.", Sit-ups’.]
Ned, Do Avengers have to pay taxes?," Thank you, Captain. I’m pretty sure this guy’s a war criminal now, but whatever. I have to show these videos. It’s required by the state. Let’s do it."
Peter, Shh!, Do Avengers have to pay taxes?
Ned, What does Hulk smell like?, Shh!
Peter, Shh!, What does Hulk smell like?
Ned, I bet he smells nice., Shh!
Peter, You have to shut up., I bet he smells nice.
Ned," Is Captain America cool, or is he like a mean, old grandpa?", You have to shut up.
Peter," Ned, just, shh, okay?"," Is Captain America cool, or is he like a mean, old grandpa?"
Ned," Hey, can I be your guy in the chair?"," Ned, just, shh, okay?"
Peter, What?," Hey, can I be your guy in the chair?"
Ned, Yeah. You know how there’s a guy with a headset telling the other guy where to go?, What?
Ned," Like, like if you’re stuck in a burning building, I could tell you where to go. Because there’d be screens around me, and I could, you know, swivel around, and... ‘Cause I could be your guy in the chair.",<<NO PROMPT>>
Peter," Ned, I don’t need a guy in the chair."," Like, like if you’re stuck in a burning building, I could tell you where to go. Because there’d be screens around me, and I could, you know, swivel around, and... ‘Cause I could be your guy in the chair."
Coach Wilson," Looking good, Parker."," Ned, I don’t need a guy in the chair."
Betty," Now, see, for me, it would be F Thor, marry Iron Man, and kill Hulk."," Looking good, Parker."
Charles," Well, what about the Spider-Man?"," Now, see, for me, it would be F Thor, marry Iron Man, and kill Hulk."
Betty, It’s just Spider-Man.," Well, what about the Spider-Man?"
Liz, Did you guys see the bank security cam on YouTube? He fought off four guys., It’s just Spider-Man.
Betty," Oh my God, she’s crushing on Spider-Man.", Did you guys see the bank security cam on YouTube? He fought off four guys.
Charles, No way.," Oh my God, she’s crushing on Spider-Man."
Liz, (shrugs) Kind of?, No way.
Betty," Ugh, gross.", (shrugs) Kind of?
Betty," He’s probably like, thirty.",<<NO PROMPT>>
Charles," You don’t even know what he looks like. Like, what if he’s, like, seriously burned?"," He’s probably like, thirty."
Liz, I wouldn’t care. I would still love him for the person he is on the inside.," You don’t even know what he looks like. Like, what if he’s, like, seriously burned?"
Ned, (in a loud voice) Peter knows Spider-Man!, I wouldn’t care. I would still love him for the person he is on the inside.
Peter," (stuttering) No, I don’t. No. I... I mean...", (in a loud voice) Peter knows Spider-Man!
Ned, They’re friends.," (stuttering) No, I don’t. No. I... I mean..."
Flash," Yeah, like Coach Wilson and Captain America are friends.", They’re friends.
Peter," (stuttering) I’ve met him. Yeah. A couple times. But it’s, um... through the Stark internship. Mm-hmm."," Yeah, like Coach Wilson and Captain America are friends."
Peter," Yeah, well. I’m not really supposed to talk about it.",<<NO PROMPT>>
Flash," Well, that’s awesome. Hey, you know what? Maybe you should invite him to Liz’s party. Right?"," Yeah, well. I’m not really supposed to talk about it."
Liz," Yeah, I’m having people over tonight. You’re more than welcome to come."," Well, that’s awesome. Hey, you know what? Maybe you should invite him to Liz’s party. Right?"
Peter, Having a party?," Yeah, I’m having people over tonight. You’re more than welcome to come."
Flash," Yeah, it’s gonna be dope. You should totally invite your personal friend Spider-Man.", Having a party?
Peter, Um...," Yeah, it’s gonna be dope. You should totally invite your personal friend Spider-Man."
Liz," It’s okay. I know Peter’s way too busy for parties anyway, so...", Um...
Flash," Come on. He’ll be there. Right, Parker?"," It’s okay. I know Peter’s way too busy for parties anyway, so..."
Peter, What are you doing?," Come on. He’ll be there. Right, Parker?"
Ned, (in a hushed voice) Helping you out. Did you not hear her? Liz has a crush on you., What are you doing?
Ned," Dude, you’re an Avenger. If any one of us has a chance with a senior girl, it’s you.",<<NO PROMPT>>
May," House party in the suburbs. Oh, I remember these. Kind of jealous."," Dude, you’re an Avenger. If any one of us has a chance with a senior girl, it’s you."
Ned, It’ll be a night to remember.," House party in the suburbs. Oh, I remember these. Kind of jealous."
May," (laughs) Ned, some hats wear men. You wear that hat.", It’ll be a night to remember.
Ned," Yeah, it gives me confidence."," (laughs) Ned, some hats wear men. You wear that hat."
May, Hmm.," Yeah, it gives me confidence."
Peter," This is a mistake. (to May) Hey, let’s just go home.", Hmm.
May," Oh, Peter. I know. I know it’s really hard trying to fit in with all the changes your body’s going through. It’s flowering now."," This is a mistake. (to May) Hey, let’s just go home."
Peter, Uh-huh.," Oh, Peter. I know. I know it’s really hard trying to fit in with all the changes your body’s going through. It’s flowering now."
May, (to Ned) He’s so stressed out lately., Uh-huh.
Ned, What helps with stress is going to a party. We should go to the party., (to Ned) He’s so stressed out lately.
Peter," Yeah, let’s do it. Yeah. I’m gonna go. I’m gonna go.", What helps with stress is going to a party. We should go to the party.
May, Peter.," Yeah, let’s do it. Yeah. I’m gonna go. I’m gonna go."
May," Have fun, okay?",<<NO PROMPT>>
Peter, (nods) I will.," Have fun, okay?"
May, (in a soft voice) Okay., (nods) I will.
Ned," Bye, May!", (in a soft voice) Okay.
Ned," Dude, you have the suit, right?",<<NO PROMPT>>
Peter, Yeah.," Dude, you have the suit, right?"
Ned, This is gonna change our lives., Yeah.
Girl," Annie, over here!", This is gonna change our lives.
Annie, Hey.," Annie, over here!"
Male Voice, DJ Flash!, Hey.
Ned," Okay. We’re gonna have Spider-Man swing in, say you guys are tight, and then I get a fist bump or one of those half bro-hugs.", DJ Flash!
Michelle, Can’t believe you guys are at this lame party.," Okay. We’re gonna have Spider-Man swing in, say you guys are tight, and then I get a fist bump or one of those half bro-hugs."
Ned, But you’re here too., Can’t believe you guys are at this lame party.
Michelle, Am I?, But you’re here too.
Liz," Oh, my gosh.", Am I?
Liz," Hey, guys. Cool hat, Ned.",<<NO PROMPT>>
Ned," Hi, Liz."," Hey, guys. Cool hat, Ned."
Peter," Hi, Liz."," Hi, Liz."
Liz, I’m so happy you guys came. There’s pizza and drinks. Help yourself.," Hi, Liz."
Peter, What a great party., I’m so happy you guys came. There’s pizza and drinks. Help yourself.
Liz, Thanks., What a great party.
Liz," (sheepish) Oh, I... My parents will kill me if anything’s broken. I gotta-",<<NO PROMPT>>
Peter, Yeah.," (sheepish) Oh, I... My parents will kill me if anything’s broken. I gotta-"
Liz, Have fun., Yeah.
Ned, Bye., Have fun.
Liz, Bye., Bye.
Ned," Dude, what are you doing? She’s here. Spider it up.", Bye.
Peter," No, no, no. I can’t... I cannot do this. Spider-Man is not a party trick, okay? Look, I’m just gonna... be myself."," Dude, what are you doing? She’s here. Spider it up."
Ned," (sighs) Peter, no one wants that."," No, no, no. I can’t... I cannot do this. Spider-Man is not a party trick, okay? Look, I’m just gonna... be myself."
Peter, Dude.," (sighs) Peter, no one wants that."
Flash," (into a microphone) Penis Parker, what’s up?", Dude.
Flash," So, where’s your pal Spider-Man? Let me guess. In Canada with your imaginary girlfriend?",<<NO PROMPT>>
Flash, That’s not Spider-Man. That’s just Ned in a red shirt.,<<NO PROMPT>>
Peter," Hey, what’s up? I’m Spider-Man. Just thought I’d swing by and say hello to my buddy Peter. Oh, what’s up, Ned? Hey, where’s Peter, anyways? He must be around...", That’s not Spider-Man. That’s just Ned in a red shirt.
Peter," God, this is stupid. What am I doing?",<<NO PROMPT>>
Peter, What the hell?,<<NO PROMPT>>
Peter, (gasping) This sucks!,<<NO PROMPT>>
Brice," Now, this is crafted from a reclaimed sub-Ultron arm straight from Sokovia. Here. You try.", (gasping) This sucks!
Aaron," Man, I wanted something low-key. Why are you trying to upsell me, man?"," Now, this is crafted from a reclaimed sub-Ultron arm straight from Sokovia. Here. You try."
Brice," Okay, okay, okay. I got what you need, all right? I got tons of great stuff here. One sec."," Man, I wanted something low-key. Why are you trying to upsell me, man?"
Brice," Okay, I got, uh, black hole grenades, Chitauri railguns...",<<NO PROMPT>>
Schultz," You letting off shots in public now? Hurry up. Look, times are changing. We’re the only ones selling these high tech weapons."," Okay, I got, uh, black hole grenades, Chitauri railguns..."
Peter," (whispers) Oh, this must be where the ATM robbers got their stuff."," You letting off shots in public now? Hurry up. Look, times are changing. We’re the only ones selling these high tech weapons."
Aaron, I need something to stick up somebody. I’m not trying to shoot them back in time.," (whispers) Oh, this must be where the ATM robbers got their stuff."
Brice, I got anti-grav climbers., I need something to stick up somebody. I’m not trying to shoot them back in time.
Aaron," Yo, climbers?", I got anti-grav climbers.
Brice," Okay, what the hell was that?"," Yo, climbers?"
Schultz, Did you set us up?," Okay, what the hell was that?"
Aaron," Hey, hey, man.", Did you set us up?
Peter," Hey! Hey, come on. You gonna shoot at somebody, shoot at me."," Hey, hey, man."
Schultz, All right.," Hey! Hey, come on. You gonna shoot at somebody, shoot at me."
Peter, What was that?, All right.
Peter, What? Ah!,<<NO PROMPT>>
Schultz, We gotta call him., What? Ah!
Brice," No, no, no, no.", We gotta call him.
Schultz, Did you just do it again?," No, no, no, no."
Brice, Shut up., Did you just do it again?
Schultz, I’m calling him., Shut up.
Mason, Toomes’ phone., I’m calling him.
Mason, Boss.,<<NO PROMPT>>
Peter," Oh, my butt! Unh!", Boss.
Peter, Great. Guess I’m gonna have to take a shortcut.,<<NO PROMPT>>
Peter," Hey, guys. Good game. Have fun.",<<NO PROMPT>>
Peter," Hey, hey, buddy. Sorry, no time to play. Here, go fetch.",<<NO PROMPT>>
Peter," Whoo! Now, this is more like it.",<<NO PROMPT>>
Peter," Whoa, whoa, whoa!",<<NO PROMPT>>
Peter, Whoa.,<<NO PROMPT>>
Peter, Smells really good!,<<NO PROMPT>>
Peter, Great movie!,<<NO PROMPT>>
Peter," Ugh... Oh, hey, guys.",<<NO PROMPT>>
Tent Kids, Aahhh!," Ugh... Oh, hey, guys."
Peter, No! No!, Aahhh!
Peter," (on recording) Hey, it’s Peter. Leave a message.",<<NO PROMPT>>
Ned," (whispers) Peter, where are you? The hat’s not working. This is not cool."," (on recording) Hey, it’s Peter. Leave a message."
Peter, Almost got you.," (whispers) Peter, where are you? The hat’s not working. This is not cool."
Peter," (panting) Thought you got away from me, didn’t you? I got you right where I want you.",<<NO PROMPT>>
Peter, Surprise!,<<NO PROMPT>>
Peter, What the hell?,<<NO PROMPT>>
Peter, Aahhhh!,<<NO PROMPT>>
Peter," Huh? Oh, hey.",<<NO PROMPT>>
Peter," And then he just, he just, like, swooped down like a monster and he picked me up and, uh, he took me up, like, a thousand feet and just dropped me. How’d you find me? Did you put a tracker in my suit or something?",<<NO PROMPT>>
Tony, I put everything in your suit. Including this heater.," And then he just, he just, like, swooped down like a monster and he picked me up and, uh, he took me up, like, a thousand feet and just dropped me. How’d you find me? Did you put a tracker in my suit or something?"
Peter, Whoa!, I put everything in your suit. Including this heater.
Peter," Whew, that’s better. Thanks.",<<NO PROMPT>>
Tony, What were you thinking?," Whew, that’s better. Thanks."
Peter, The guy with the wings is obviously the source of the weapons. I gotta take him down., What were you thinking?
Tony," Take him down now, huh? Steady, Crockett, there are people who handle this sort of thing.", The guy with the wings is obviously the source of the weapons. I gotta take him down.
Peter, The Avengers?," Take him down now, huh? Steady, Crockett, there are people who handle this sort of thing."
Tony," No, no, no. This is a little below their pay grade.", The Avengers?
Peter," Anyway, Mr. Stark, you didn’t have to come all the way out here. I had that. I was fine."," No, no, no. This is a little below their pay grade."
Tony," Oh, I’m not here."," Anyway, Mr. Stark, you didn’t have to come all the way out here. I had that. I was fine."
Tony, Thank God this place has Wi-Fi or you would be toast right now. Thank Ganesh while you’re at it.,<<NO PROMPT>>
Tony, Cheers.,<<NO PROMPT>>
Tony," Look, forget the flying vulture guy, please.",<<NO PROMPT>>
Peter, Why?," Look, forget the flying vulture guy, please."
Tony, Why? Because I said so!, Why?
Tony," Sorry, I’m talking to a teenager. (to Peter) Stay close to the ground. Build up your game helping little people, like that lady that bought you the churro. Can’t you just be a friendly...",<<NO PROMPT>>
Tony, ...neighborhood Spider-Man?,<<NO PROMPT>>
Peter, But I’m ready for more than that now., ...neighborhood Spider-Man?
Tony," No, you are not.", But I’m ready for more than that now.
Peter, That is not what you thought when I took on Captain America.," No, you are not."
Tony," Trust me, kid. If Cap wanted to lay you out, he would’ve. Listen to me. If you come across these weapons again, call Happy.", That is not what you thought when I took on Captain America.
Peter, Are you driving?," Trust me, kid. If Cap wanted to lay you out, he would’ve. Listen to me. If you come across these weapons again, call Happy."
Tony," You know, it’s never too early to start thinking about college. I got some pull at MIT. (at his phone) End call.", Are you driving?
Peter," No, I don’t need to go to col- Mr. Stark-"," You know, it’s never too early to start thinking about college. I got some pull at MIT. (at his phone) End call."
Friday, Mr. Stark is no longer connected.," No, I don’t need to go to col- Mr. Stark-"
Peter, That’s awesome., Mr. Stark is no longer connected.
Peter, (mutters) Stay close to the ground? What is he talking about?,<<NO PROMPT>>
Peter, Whoa.,<<NO PROMPT>>
Peter," Hey, man, what’s up? I’m on my way back.",<<NO PROMPT>>
Ned," Actually, I was calling to say maybe you shouldn’t come. Listen to this."," Hey, man, what’s up? I’m on my way back."
Flash," When I say “penis,” you say “Parker.” Penis!"," Actually, I was calling to say maybe you shouldn’t come. Listen to this."
Crowd, Parker!," When I say “penis,” you say “Parker.” Penis!"
Flash, Penis!, Parker!
Crowd, Parker!, Penis!
Ned," Sorry, Peter. I guess we’re still losers. I’ll see you tomorrow.", Parker!
Peter, I’ll see you tomorrow in school.," Sorry, Peter. I guess we’re still losers. I’ll see you tomorrow."
Mason," Whoa, whoa.", I’ll see you tomorrow in school.
